Sample Name	Model ID	Feature ID	Classification	All Genes
HCC1419_BREAST	ACH-000277	HCC1419_BREAST_amplicon1_ecDNA_2	ecDNA	['ABHD16B', 'ABI3', 'ADNP', 'ADNP-AS1', 'ANXA13', 'ARFRP1', 'ASAP1-IT1', 'ASAP1-IT2', 'ATAD2', 'ATP5F1E', 'ATP5MC1', 'B4GALNT2', 'B4GALT5', 'BCAS4', 'C20orf204', 'C8orf76', 'C8orf87', 'C8orf88', 'CALB1', 'CALCOCO2', 'CASC11', 'CASC19', 'CASC21', 'CASC8', 'CCAT1', 'CCAT2', 'CCDC26', 'CCN3', 'CHMP4C', 'COL14A1', 'COL1A1', 'COLEC10', 'CTSZ', 'DECR1', 'DEPTOR', 'DERL1', 'DLX3', 'DLX4', 'DNAJC5', 'DPM1', 'DSCC1', 'EDN3', 'EME1', 'ENPP2', 'ERBB2', 'EXT1', 'FABP12', 'FABP4', 'FABP5', 'FABP9', 'FAM117A', 'FAM49B', 'FAM83A', 'FAM83A-AS1', 'FAM91A1', 'FBXO32', 'FER1L6', 'FER1L6-AS1', 'FER1L6-AS2', 'FLJ40194', 'FLJ45513', 'FLJ46284', 'GIP', 'GNAS', 'GNAS-AS1', 'GNGT2', 'GRB7', 'GSDMC', 'H1-9P', 'HAS2', 'HAS2-AS1', 'HOXB13', 'IGF2BP1', 'IKZF3', 'IMPA1', 'IMPA1P1', 'ITGA3', 'KAT7', 'KCNB1', 'KCNG1', 'KLHL38', 'LIME1', 'LRATD2', 'LRRC59', 'LRRC69', 'MAL2', 'MAL2-AS1', 'MIEN1', 'MOCS3', 'MRPL13', 'MRPL27', 'MTBP', 'MTSS1', 'MYC', 'NBN', 'NDUFB9', 'NECAB1', 'NELFCD', 'NEUROD2', 'NGFR', 'NPEPL1', 'NSMCE2', 'NXPH3', 'OSGIN2', 'OTUD6B', 'OTUD6B-AS1', 'PAG1', 'PARD6B', 'PCAT1', 'PCAT2', 'PDK2', 'PGAP3', 'PHB', 'PHOSPHO1', 'PICART1', 'PIP4P2', 'PMP2', 'PNMT', 'POU5F1B', 'PPP1R1B', 'PPP1R9B', 'PRAC1', 'PRAC2', 'PRELID3B', 'PRNCR1', 'PRPF6', 'PTGIS', 'PTPN1', 'PVT1', 'RIPK2', 'RIPOR3', 'RNF139', 'RNF139-AS1', 'RTEL1', 'RTEL1-TNFRSF6B', 'SAMD10', 'SAMD12', 'SAMD12-AS1', 'SAMD14', 'SGCA', 'SLC10A5', 'SLC26A7', 'SLC2A4RG', 'SLC35B1', 'SLCO4A1-AS1', 'SLMO2-ATP5E', 'SMILR', 'SMIM25', 'SNF8', 'SNORD168', 'SNTB1', 'SNX16', 'SPOP', 'SQLE', 'STARD3', 'STMN3', 'STX16', 'STX16-NPEPL1', 'TAC4', 'TAF2', 'TATDN1', 'TBC1D31', 'TCAP', 'TMEM64', 'TMEM65', 'TMEM75', 'TMEM92', 'TMEM92-AS1', 'TNFRSF11B', 'TNFRSF6B', 'TPD52L2', 'TRIB1', 'TRIQK', 'TRMT12', 'TTLL6', 'TUBB1', 'UBE2Z', 'UCKL1', 'UCKL1-AS1', 'WASHC5', 'WDYHV1', 'XYLT2', 'ZBTB46', 'ZBTB46-AS1', 'ZFAND1', 'ZGPAT', 'ZHX1', 'ZHX1-C8orf76', 'ZHX2', 'ZNF217', 'ZNF512B', 'ZNF572', 'ZNF652', 'ZNF704', 'ZNF831']
HCC1419_BREAST	ACH-000277	HCC1419_BREAST_amplicon2_Linear amplification_1	Linear amplification	[]
HCC1419_BREAST	ACH-000277	HCC1419_BREAST_amplicon3_Linear amplification_1	Linear amplification	['CRB2', 'NEK6', 'PSMB7']
HCC1419_BREAST	ACH-000277	HCC1419_BREAST_amplicon4_Linear amplification_1	Linear amplification	['CAMSAP1', 'GLT6D1', 'KCNT1', 'LCN9', 'SOHLH1', 'UBAC1']
HCC1419_BREAST	ACH-000277	HCC1419_BREAST_amplicon5_Linear amplification_1	Linear amplification	['ABCA2', 'AGPAT2', 'AJM1', 'C8G', 'C9orf139', 'C9orf163', 'CARD9', 'CCDC183', 'CCDC183-AS1', 'CCDC187', 'CLIC3', 'DIPK1B', 'DKFZP434A062', 'DNLZ', 'DPP7', 'EDF1', 'EGFL7', 'ENTPD2', 'ENTR1', 'FBXW5', 'FUT7', 'GPSM1', 'HSPC324', 'INPP5E', 'LCN10', 'LCN12', 'LCN15', 'LCN6', 'LCN8', 'LCNL1', 'MAMDC4', 'MAN1B1', 'MAN1B1-DT', 'NALT1', 'NOTCH1', 'NPDC1', 'PAXX', 'PHPT1', 'PMPCA', 'PTGDS', 'RABL6', 'SAPCD2', 'SEC16A', 'SNAPC4', 'SNHG7', 'SNORA17A', 'SNORA17B', 'TMEM141', 'TRAF2', 'UAP1L1']
HCC1419_BREAST	ACH-000277	HCC1419_BREAST_amplicon6_ecDNA_1	ecDNA	['ATL3', 'BAD', 'C11orf95', 'COX8A', 'DNAJC4', 'FERMT3', 'FKBP2', 'FLRT1', 'GPR137', 'KCNK4', 'KCNK4-TEX40', 'LGALS12', 'MACROD1', 'MARK2', 'NAA40', 'NUDT22', 'OTUB1', 'PLAAT2', 'PLAAT3', 'PLAAT4', 'PLAAT5', 'PLCB3', 'PPP1R14B', 'PPP1R14B-AS1', 'RCOR2', 'RTN3', 'SLC22A9', 'SPINDOC', 'STIP1', 'TRPT1', 'VEGFB']
HCC1419_BREAST	ACH-000277	HCC1419_BREAST_amplicon7_Linear amplification_1	Linear amplification	[]
HCC1428_BREAST	ACH-000352	HCC1428_BREAST_amplicon1_Linear amplification_1	Linear amplification	[]
HCC1428_BREAST	ACH-000352	HCC1428_BREAST_amplicon2_Complex non-cyclic_1	Complex non-cyclic	['ANKRD60', 'APCDD1L', 'APCDD1L-DT', 'ATP5F1E', 'AURKA', 'BCAS1', 'BMP7', 'BMP7-AS1', 'C20orf197', 'C20orf85', 'CASS4', 'CBLN4', 'CDH26', 'CSTF1', 'CTCFL', 'CTSZ', 'CYP24A1', 'DOK5', 'EDN3', 'FAM209A', 'FAM209B', 'FAM210B', 'FAM217B', 'GCNT7', 'GNAS', 'GNAS-AS1', 'MC3R', 'MTRNR2L3', 'NELFCD', 'NKILA', 'NPEPL1', 'PCK1', 'PFDN4', 'PHACTR3', 'PHACTR3-AS1', 'PMEPA1', 'PPP1R3D', 'PPP4R1L', 'PRELID3B', 'RAB22A', 'RAE1', 'RBM38', 'RTF2', 'SLMO2-ATP5E', 'SPO11', 'STX16', 'STX16-NPEPL1', 'SUMO1P1', 'SYCP2', 'TFAP2C', 'TSHZ2', 'TUBB1', 'VAPB', 'ZBP1', 'ZNF217', 'ZNF831']
HCC1428_BREAST	ACH-000352	HCC1428_BREAST_amplicon3_Linear amplification_1	Linear amplification	['ESR1']
HCC1428_BREAST	ACH-000352	HCC1428_BREAST_amplicon4_Linear amplification_1	Linear amplification	[]
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon10_ecDNA_1	ecDNA	['ALPK2', 'BCL2', 'CCBE1', 'CDH20', 'CPLX4', 'GRP', 'KDSR', 'LMAN1', 'MALT1', 'MC4R', 'OACYLP', 'PHLPP1', 'PIGN', 'PMAIP1', 'RAX', 'RELCH', 'RNF152', 'SEC11C', 'SERPINB11', 'SERPINB12', 'SERPINB13', 'SERPINB3', 'SERPINB4', 'SERPINB5', 'SERPINB7', 'SNORA108', 'TNFRSF11A', 'VPS4B', 'ZCCHC2', 'ZNF532']
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon1_Complex non-cyclic_1	Complex non-cyclic	['AFM', 'AFP', 'ALB', 'AREG', 'BTC', 'CXCL1', 'CXCL2', 'CXCL3', 'CXCL5', 'CXCL6', 'CXCL8', 'EPGN', 'EREG', 'MTHFD2L', 'PARM1', 'PARM1-AS1', 'PF4', 'PF4V1', 'PPBP', 'PPBPP2', 'RASSF6']
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon2_BFB_1	BFB	['ADGRA2', 'ADRB3', 'BRF2', 'ERLIN2', 'GOT1L1', 'KCNU1', 'PLPBP', 'RAB11FIP1', 'ZNF703']
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon3_Linear amplification_1	Linear amplification	[]
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon5_BFB_1	BFB	['ANO1', 'CCND1', 'CTTN', 'FADD', 'FGF19', 'FGF3', 'FGF4', 'LTO1', 'MYEOV', 'PPFIA1', 'SHANK2', 'SHANK2-AS1', 'SHANK2-AS3']
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon6_Linear amplification_1	Linear amplification	[]
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon7_Linear amplification_1	Linear amplification	['GAB2', 'NARS2']
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon8_Linear amplification_1	Linear amplification	[]
HCC1500_BREAST	ACH-000349	HCC1500_BREAST_amplicon9_ecDNA_1	ecDNA	['CAPZA3', 'PLCZ1', 'PLEKHA5']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon10_Complex non-cyclic_1	Complex non-cyclic	['CBLN2']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon11_Linear amplification_1	Linear amplification	['C18orf63', 'CNDP1', 'CNDP2', 'CYB5A', 'DIPK1C', 'FBXO15', 'TIMM21', 'TSHZ1', 'ZADH2', 'ZNF407']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon12_Linear amplification_1	Linear amplification	['GOLGA2P9', 'ZNF492']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon13_ecDNA_1	ecDNA	['C19orf12', 'CCNE1', 'PLEKHF1', 'POP4', 'UQCRFS1', 'URI1', 'VSTM2B', 'ZNF536']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon14_ecDNA_1	ecDNA	['KCNS1', 'PI3', 'SEMG1', 'SEMG2', 'WFDC12', 'WFDC5']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon15_Linear amplification_1	Linear amplification	['MLC1', 'MOV10L1', 'PANX2', 'SELENOO', 'TRABD', 'TTLL8']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon1_ecDNA_1	ecDNA	['ABHD1', 'AGBL5', 'AGBL5-AS1', 'ATRAID', 'CAD', 'CGREF1', 'DNAJC5G', 'EIF2B4', 'EMILIN1', 'FTH1P3', 'GTF3C2', 'GTF3C2-AS1', 'KHK', 'MAPRE3-AS1', 'MPV17', 'OST4', 'PREB', 'PRR30', 'SLC30A3', 'SLC5A6', 'SNX17', 'TCF23', 'TMEM214', 'TRIM54', 'UCN', 'ZNF513']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon2_Linear amplification_1	Linear amplification	['ANKRD23', 'ANKRD36', 'ANKRD39', 'ARID5A', 'CNNM3', 'CNNM3-DT', 'CNNM4', 'FAHD2B', 'FAM178B', 'FER1L5', 'KANSL3', 'LMAN2L', 'NEURL3', 'SEMA4C']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon3_Linear amplification_1	Linear amplification	[]
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon4_Complex non-cyclic_1	Complex non-cyclic	['SEPTIN10', 'SOWAHC']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['C6orf89', 'CCDC167', 'CDKN1A', 'CEBPB', 'CEBPB-AS1', 'CMTR1', 'CPNE5', 'DINOL', 'FGD2', 'MDGA1', 'MTCH1', 'PANDAR', 'PI16', 'PIM1', 'PPIL1', 'PTPN1', 'RAB44', 'RIPOR3', 'RNF8', 'SMIM25', 'SNAI1', 'SRSF3', 'TBC1D22B', 'TMEM189', 'TMEM189-UBE2V1', 'TMEM217', 'TRERNA1', 'UBE2V1', 'ZFAND3']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon6_Linear amplification_1	Linear amplification	['AARS2', 'ABCC10', 'ADGRF1', 'ADGRF2', 'ADGRF4', 'ADGRF5', 'ADGRF5-AS1', 'ANKRD66', 'C6orf223', 'CAPN11', 'CD2AP', 'CDC5L', 'CLIC5', 'CRIP3', 'CYP39A1', 'DLK2', 'ENPP4', 'ENPP5', 'GTPBP2', 'HSP90AB1', 'LRRC73', 'MAD2L1BP', 'MEP1A', 'MRPL14', 'MRPS18A', 'MYMX', 'NFKBIE', 'OPN5', 'PLA2G7', 'POLH', 'POLR1C', 'RCAN2', 'RSPH9', 'RUNX2', 'SLC22A7', 'SLC25A27', 'SLC29A1', 'SLC35B2', 'SPATS1', 'SUPT3H', 'TCTE1', 'TDRD6', 'TJAP1', 'TMEM151B', 'TMEM63B', 'TNFRSF21', 'VEGFA', 'XPO5', 'YIPF3', 'ZNF318']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon7_Complex non-cyclic_1	Complex non-cyclic	['CASC11', 'CASC19', 'CASC21', 'CASC8', 'CCAT1', 'CCAT2', 'MYC', 'POU5F1B', 'PVT1']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon8_ecDNA_1	ecDNA	['ERBB2', 'GRB7', 'IKZF3', 'MIEN1', 'PGAP3']
HCC1569_BREAST	ACH-000930	HCC1569_BREAST_amplicon9_Linear amplification_1	Linear amplification	['KCTD1', 'PCAT18', 'TAF4B']
HCC1599_BREAST	ACH-000196	HCC1599_BREAST_amplicon1_Linear amplification_1	Linear amplification	[]
HCC1599_BREAST	ACH-000196	HCC1599_BREAST_amplicon2_ecDNA_1	ecDNA	['B3GNT2']
HCC1599_BREAST	ACH-000196	HCC1599_BREAST_amplicon3_ecDNA_1	ecDNA	['LEKR1', 'PA2G4P4', 'TIPARP-AS1']
HCC1599_BREAST	ACH-000196	HCC1599_BREAST_amplicon4_BFB_1	BFB	['ANKRD27', 'C19orf12', 'CCNE1', 'CEP89', 'DPY19L3', 'FAAP24', 'NUDT19', 'PDCD5', 'RGS9BP', 'SLC7A9', 'SNORA68B', 'TDRD12', 'THEG5', 'TSHZ3', 'URI1', 'ZNF507', 'ZNF536']
HCC1599_BREAST	ACH-000196	HCC1599_BREAST_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['AKT2', 'BLVRB', 'C19orf47', 'CD22', 'CLC', 'CNTD2', 'DYRK1B', 'FAM187B', 'FBL', 'FCGBP', 'FFAR1', 'FXYD1', 'FXYD3', 'FXYD5', 'FXYD7', 'GRAMD1A', 'HAMP', 'HIPK4', 'HPN', 'HPN-AS1', 'LEUTX', 'LGALS13', 'LGALS14', 'LGALS16', 'LGALS17A', 'LGI4', 'LSR', 'LTBP4', 'MAG', 'MAP3K10', 'PLD3', 'PRX', 'PSMC4', 'SCGB1B2P', 'SCGB2B3P', 'SCN1B', 'SERTAD1', 'SERTAD3', 'SHKBP1', 'SPTBN4', 'TTC9B', 'USF2', 'ZNF181', 'ZNF30', 'ZNF30-AS1', 'ZNF302', 'ZNF546', 'ZNF599', 'ZNF780A', 'ZNF780B', 'ZNF792']
HCC15_LUNG	ACH-000878	HCC15_LUNG_amplicon1_Linear amplification_1	Linear amplification	['GAPT', 'PDE4D', 'PLK2', 'RAB3C']
HCC1833_LUNG	ACH-000712	HCC1833_LUNG_amplicon1_BFB_1	BFB	['ABCA4', 'ABCD3', 'ALG14', 'ALG14-AS1', 'ARHGAP29', 'BCAR3', 'BCAR3-AS1', 'CCDC18-AS1', 'CNN3', 'DNTTIP2', 'DR1', 'F3', 'FNBP1L', 'GCLM', 'MIG7', 'RWDD3', 'SLC44A3', 'SLC44A3-AS1', 'TLCD4', 'TLCD4-RWDD3']
HCC1833_LUNG	ACH-000712	HCC1833_LUNG_amplicon2_Linear amplification_1	Linear amplification	[]
HCC1833_LUNG	ACH-000712	HCC1833_LUNG_amplicon3_Linear amplification_1	Linear amplification	['ANKS4B', 'CRYM', 'CRYM-AS1', 'DNAH3', 'SNX29P1', 'TMEM159', 'ZP2']
HCC1833_LUNG	ACH-000712	HCC1833_LUNG_amplicon5_Linear amplification_1	Linear amplification	['ALDOA', 'CD2BP2', 'CORO1A', 'GDPD3', 'MAPK3', 'MYLPF', 'NPIPB13', 'PPP4C', 'SEPTIN1', 'SMG1P5', 'TBC1D10B', 'TBX6', 'YPEL3', 'ZNF48']
HCC1937_BREAST	ACH-000223	HCC1937_BREAST_amplicon1_Linear amplification_1	Linear amplification	['ADCK5', 'ARHGAP39', 'BOP1', 'BREA2', 'C8orf33', 'C8orf82', 'CCDC166', 'COMMD5', 'CPSF1', 'CYC1', 'CYHR1', 'DGAT1', 'EEF1D', 'EPPK1', 'EXOSC4', 'FAM83H', 'FAM83H-AS1', 'FBXL6', 'FOXH1', 'GPAA1', 'GPT', 'GRINA', 'GSDMD', 'HGH1', 'HSF1', 'KIFC2', 'LRRC14', 'LRRC24', 'MAF1', 'MAFA', 'MAPK15', 'MFSD3', 'MROH1', 'MROH6', 'NAPRT', 'NRBP2', 'OPLAH', 'PARP10', 'PLEC', 'PPP1R16A', 'PUF60', 'PYCR3', 'RECQL4', 'RPL8', 'SCRIB', 'SCRT1', 'SCX', 'SHARPIN', 'SLC39A4', 'SLC52A2', 'SMPD5', 'SNORD149', 'SPATC1', 'TIGD5', 'TMED10P1', 'TMEM249', 'TONSL', 'TONSL-AS1', 'TSTA3', 'VPS28', 'WDR97', 'ZC3H3', 'ZNF16', 'ZNF250', 'ZNF251', 'ZNF252P', 'ZNF252P-AS1', 'ZNF34', 'ZNF517', 'ZNF623', 'ZNF7', 'ZNF707']
HCC1937_BREAST	ACH-000223	HCC1937_BREAST_amplicon2_ecDNA_1	ecDNA	[]
HCC1937_BREAST	ACH-000223	HCC1937_BREAST_amplicon3_BFB_1	BFB	[]
HCC1937_BREAST	ACH-000223	HCC1937_BREAST_amplicon4_Linear amplification_1	Linear amplification	[]
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon1_Complex non-cyclic_1	Complex non-cyclic	[]
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon2_ecDNA_3	ecDNA	['AARD', 'ABRA', 'ANGPT1', 'AP3S1', 'ATG12', 'BRD9', 'BTNL3', 'BTNL8', 'BTNL9', 'C5orf38', 'CDO1', 'CEP72', 'CLPTM1L', 'CNOT6', 'CTD-2194D22.4', 'CTD-3080P12.3', 'EIF3E', 'EIF3H', 'EMC2', 'EXT1', 'FEM1C', 'FGFR4', 'FLT4', 'GFPT2', 'HEIH', 'HK3', 'IRX2', 'IRX4', 'KCNV1', 'LPCAT1', 'LSINCT5', 'MAPK9', 'MED30', 'MGAT1', 'MRPL36', 'MYEOV', 'NDUFS6', 'NKD2', 'NSD1', 'OR2V1', 'OR2V2', 'OR2Y1', 'OSR2', 'OXR1', 'PCAT1', 'PCAT2', 'PRNCR1', 'RAD21', 'RAD21-AS1', 'RASGEF1C', 'RNF130', 'RSPO2', 'SAMD12', 'SAMD12-AS1', 'SCGB3A1', 'SDHAP3', 'SLC12A7', 'SLC30A8', 'SLC6A18', 'SLC6A19', 'SLC6A3', 'SLC9A3', 'SMIM38', 'SNORD168', 'SNORD95', 'SNORD96A', 'TERT', 'TICAM2', 'TMED7', 'TMED7-TICAM2', 'TMEM75', 'TPPP', 'TRIM41', 'TRIM7', 'TRIP13', 'UIMC1', 'UNC5A', 'UTP23', 'VPS13B', 'ZDHHC11', 'ZDHHC11B', 'ZFP62', 'ZNF346']
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon2_ecDNA_1	ecDNA	['ENDOD1', 'SESN3']
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon2_ecDNA_2	ecDNA	['ANKRD60', 'APCDD1L', 'APCDD1L-DT', 'ATP5F1E', 'C20orf197', 'CDH26', 'CDH4', 'CTSZ', 'EDN3', 'FAM217B', 'GNAS', 'GNAS-AS1', 'NELFCD', 'NPEPL1', 'PHACTR3', 'PHACTR3-AS1', 'PPP1R3D', 'PPP4R1L', 'PRELID3B', 'RAB22A', 'SLMO2-ATP5E', 'STX16', 'STX16-NPEPL1', 'SYCP2', 'TUBB1', 'VAPB', 'ZNF831']
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon4_Complex non-cyclic_1	Complex non-cyclic	[]
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon5_Linear amplification_1	Linear amplification	['C8orf37', 'C8orf37-AS1', 'CCNE2', 'CDH17', 'DPY19L4', 'ESRP1', 'FAM92A', 'FSBP', 'GDF6', 'GEM', 'INTS8', 'MTERF3', 'NDUFAF6', 'PDP1', 'PLEKHF2', 'PTDSS1', 'RAD54B', 'RBM12B', 'RBM12B-AS1', 'TMEM67', 'TP53INP1', 'UQCRB', 'VIRMA']
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon6_Linear amplification_1	Linear amplification	['ANKRD46', 'FBXO43', 'FLJ42969', 'GRHL2', 'NACA4P', 'NCALD', 'PABPC1', 'POLR2K', 'RGS22', 'RNF19A', 'SNORD77B', 'SNX31', 'SPAG1', 'YWHAZ', 'ZNF706', 'ZNNT1']
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon7_BFB_1	BFB	['BIRC2', 'BIRC3', 'CFAP300', 'DCUN1D5', 'DDI1', 'DYNC2H1', 'MMP1', 'MMP10', 'MMP12', 'MMP13', 'MMP20', 'MMP27', 'MMP3', 'MMP7', 'MMP8', 'TMEM123', 'WTAPP1', 'YAP1']
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon8_Linear amplification_1	Linear amplification	['GABRA5', 'GABRG3', 'GABRG3-AS1']
HCC1954_BREAST	ACH-000859	HCC1954_BREAST_amplicon9_BFB_1	BFB	['ERBB2', 'GRB7', 'GSDMA', 'GSDMB', 'IKZF3', 'LRRC3C', 'MIEN1', 'NEUROD2', 'ORMDL3', 'PGAP3', 'PNMT', 'PPP1R1B', 'PSMD3', 'STARD3', 'TCAP', 'ZPBP2']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon1_ecDNA_2	ecDNA	['ARAF', 'CDK16', 'CFP', 'CXXC1P1', 'ELK1', 'INE1', 'NDUFB11', 'RBM10', 'RGN', 'SNORA11C', 'SYN1', 'TIMP1', 'UBA1', 'USP11', 'UXT', 'UXT-AS1', 'ZNF157', 'ZNF41']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon1_ecDNA_1	ecDNA	['ASPHD2', 'CRYBA4', 'CRYBB1', 'HPS4', 'MIAT', 'MIATNB', 'SEZ6L', 'SRRD', 'TFIP11', 'TPST2']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon2_ecDNA_1	ecDNA	['PPY2P', 'PYY2']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon3_ecDNA_1	ecDNA	['ATP5MC1', 'CALCOCO2', 'CDK12', 'ERBB2', 'FBXL20', 'GRB7', 'HOXB-AS1', 'HOXB-AS3', 'HOXB1', 'HOXB13', 'HOXB2', 'HOXB3', 'HOXB4', 'HOXB5', 'HOXB6', 'HOXB7', 'HOXB8', 'HOXB9', 'IKZF3', 'MED1', 'MIEN1', 'NEUROD2', 'PGAP3', 'PNMT', 'PPP1R1B', 'PRAC1', 'PRAC2', 'SKAP1', 'STARD3', 'TCAP', 'TTLL6', 'UBE2Z', 'ZPBP2']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon3_ecDNA_2	ecDNA	['ABHD15', 'ANKRD13B', 'BLMH', 'CORO6', 'CPD', 'EFCAB5', 'GIT1', 'GOSR1', 'NME1', 'NME1-NME2', 'NME2', 'NSRP1', 'SLC6A4', 'SSH2', 'TMIGD1', 'TP53I13']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon4_Linear amplification_1	Linear amplification	['TBC1D3C']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon5_Complex non-cyclic_1	Complex non-cyclic	['A1BG', 'A1BG-AS1', 'C19orf33', 'CATSPERG', 'DPF1', 'ERVK3-1', 'KCNK6', 'PPP1R14A', 'RNF225', 'RPS5', 'SIPA1L3', 'SNORD152', 'SPINT2', 'WDR87', 'YIF1B', 'ZFP30', 'ZNF132', 'ZNF324', 'ZNF324B', 'ZNF446', 'ZNF497', 'ZNF527', 'ZNF540', 'ZNF569', 'ZNF570', 'ZNF571', 'ZNF571-AS1', 'ZNF573', 'ZNF584', 'ZNF607', 'ZNF781', 'ZNF793', 'ZNF793-AS1', 'ZNF837', 'ZNF875', 'ZSCAN22']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon6_Linear amplification_1	Linear amplification	['CCDC106', 'DUXA', 'EDDM13', 'EPN1', 'FIZ1', 'GALP', 'NLRP11', 'NLRP13', 'NLRP4', 'NLRP5', 'NLRP8', 'NLRP9', 'RFPL4A', 'RFPL4AL1', 'U2AF2', 'USP29', 'ZIM3', 'ZNF264', 'ZNF444', 'ZNF524', 'ZNF542P', 'ZNF580', 'ZNF581', 'ZNF582', 'ZNF582-AS1', 'ZNF583', 'ZNF784', 'ZNF787', 'ZNF865', 'ZSCAN5A', 'ZSCAN5B', 'ZSCAN5C']
HCC202_BREAST	ACH-000725	HCC202_BREAST_amplicon7_Linear amplification_1	Linear amplification	['ERVH48-1', 'NDUFV3']
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon10_Linear amplification_1	Linear amplification	[]
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon11_ecDNA_1	ecDNA	['SCARNA16', 'SEC14L1', 'SEPTIN9', 'SEPTIN9-DT', 'SNHG20']
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon1_Linear amplification_1	Linear amplification	[]
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon2_ecDNA_1	ecDNA	['CITED4', 'CTPS1', 'SLFNL1', 'SLFNL1-AS1']
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon3_Linear amplification_1	Linear amplification	['RNVU1-17']
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon4_Linear amplification_1	Linear amplification	['GON4L', 'KHDC4', 'RIT1', 'RXFP4', 'SCARNA4', 'SNORA80E', 'SYT11']
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon5_ecDNA_1	ecDNA	[]
HCC2157_BREAST	ACH-000691	HCC2157_BREAST_amplicon6_Complex non-cyclic_1	Complex non-cyclic	['ANKS1A', 'ARMC12', 'BNIP5', 'BRPF3', 'CDKN1A', 'CLPS', 'CLPSL1', 'CLPSL2', 'DEF6', 'DINOL', 'ETV7', 'FANCE', 'FKBP5', 'GRM4', 'HMGA1', 'ILRUN', 'KCTD20', 'LHFPL5', 'MAPK13', 'MAPK14', 'NUDT3', 'PACSIN1', 'PANDAR', 'PNPLA1', 'PPARD', 'PXT1', 'RAB44', 'RPL10A', 'RPS10', 'RPS10-NUDT3', 'SCUBE3', 'SLC26A8', 'SMIM29', 'SNRPC', 'SPDEF', 'SRPK1', 'SRSF3', 'STK38', 'TAF11', 'TCP11', 'TEAD3', 'TULP1', 'UHRF1BP1', 'ZNF76']
